,link_id,roadname,start_lon,start_lat,end_lon,end_lat
0,83585420,首都高速湾岸線,139.61914279513888,35.387905815972225,139.62179036458335,35.385592447916665
1,83585485,首都高速湾岸線,139.62179036458335,35.385592447916665,139.62270616319444,35.38497829861111
2,83585609,首都高速湾岸線,139.61992838541667,35.40112413194444,139.61868489583333,35.39909939236111
3,83585658,首都高速湾岸線,139.61868489583333,35.39909939236111,139.6172048611111,35.39716796875
4,83585806,首都高速湾岸線,139.62001085069446,35.40148654513889,139.618203125,35.39909939236111
5,83585863,首都高速湾岸線,139.618203125,35.39909939236111,139.61754774305555,35.39813368055555
6,83585888,首都高速湾岸線,139.61754774305555,35.39813368055555,139.61694444444444,35.39685763888889
7,83586020,首都高速湾岸線,139.6179296875,35.389233940972225,139.61939453125,35.38723090277778
8,83586069,首都高速湾岸線,139.61939453125,35.38723090277778,139.62178168402778,35.38508463541667
9,83586126,首都高速湾岸線,139.62178168402778,35.38508463541667,139.62179036458335,35.38508463541667
10,83586135,首都高速湾岸線,139.62179036458335,35.38508463541667,139.62192708333333,35.38491753472222
11,83586355,首都高速湾岸線,139.94163628472222,35.683780381944445,139.93425130208334,35.67852647569445
12,83586485,首都高速湾岸線,139.93425130208334,35.67852647569445,139.9336111111111,35.677957899305554
13,83586502,首都高速湾岸線,139.9336111111111,35.677957899305554,139.92621961805557,35.671482204861114
14,83586663,首都高速湾岸線,139.92621961805557,35.671482204861114,139.92518880208334,35.67061414930556
15,83586688,首都高速湾岸線,139.92518880208334,35.67061414930556,139.92436631944443,35.669911024305556
16,83586713,首都高速湾岸線,139.92436631944443,35.669911024305556,139.91797960069445,35.66325520833333
17,83586866,首都高速湾岸線,139.91797960069445,35.66325520833333,139.91166449652778,35.657578125
18,83587011,首都高速湾岸線,139.91166449652778,35.657578125,139.90804904513888,35.654522569444445
19,83587092,首都高速湾岸線,139.90804904513888,35.654522569444445,139.90501085069445,35.65202907986111
20,83587157,首都高速湾岸線,139.90501085069445,35.65202907986111,139.9030056423611,35.65033637152778
21,83587206,首都高速湾岸線,139.9030056423611,35.65033637152778,139.90149522569445,35.64907986111111
22,83587239,首都高速湾岸線,139.90149522569445,35.64907986111111,139.90111328125,35.64876519097222
23,83587248,首都高速湾岸線,139.90111328125,35.64876519097222,139.8912890625,35.64052083333333
24,83587457,首都高速湾岸線,139.8912890625,35.64052083333333,139.88671875,35.63793185763889
25,83587546,首都高速湾岸線,139.88671875,35.63793185763889,139.88018880208332,35.63828342013889
26,83587651,首都高速湾岸線,139.88018880208332,35.63828342013889,139.8717578125,35.64137369791667
27,83587788,首都高速湾岸線,139.8717578125,35.64137369791667,139.87136935763888,35.64154296875
28,83587797,首都高速湾岸線,139.87136935763888,35.64154296875,139.86436631944446,35.64409505208334
29,83587910,首都高速湾岸線,139.86436631944446,35.64409505208334,139.85881944444444,35.646098090277775
30,83587999,首都高速湾岸線,139.85881944444444,35.646098090277775,139.85628038194446,35.64655164930556
31,83588040,首都高速湾岸線,139.85628038194446,35.64655164930556,139.85564670138888,35.6466015625
32,83588057,首都高速湾岸線,139.85564670138888,35.6466015625,139.85032118055557,35.646937934027775
33,83588138,首都高速湾岸線,139.85032118055557,35.646937934027775,139.84562934027778,35.64723307291667
34,83588211,首都高速湾岸線,139.84562934027778,35.64723307291667,139.84051866319444,35.64753689236111
35,83588292,首都高速湾岸線,139.84051866319444,35.64753689236111,139.84050998263888,35.64753689236111
36,83588301,首都高速湾岸線,139.84050998263888,35.64753689236111,139.8351410590278,35.647486979166665
37,83588382,首都高速湾岸線,139.8351410590278,35.647486979166665,139.82575737847222,35.6466015625
38,83588527,首都高速湾岸線,139.82575737847222,35.6466015625,139.82389539930554,35.64642795138889
39,83588560,首都高速湾岸線,139.82389539930554,35.64642795138889,139.8209592013889,35.646143663194444
40,83588609,首都高速湾岸線,139.8209592013889,35.646143663194444,139.81680772569445,35.64561414930556
41,83588674,首都高速湾岸線,139.81680772569445,35.64561414930556,139.81499348958334,35.64508029513889
42,83588707,首都高速湾岸線,139.81499348958334,35.64508029513889,139.81075954861112,35.64372178819445
43,83588780,首都高速湾岸線,139.81075954861112,35.64372178819445,139.80926432291668,35.64324001736111
44,83588805,首都高速湾岸線,139.80926432291668,35.64324001736111,139.80892795138888,35.64312717013889
45,83588814,首都高速湾岸線,139.80892795138888,35.64312717013889,139.80776041666667,35.64275173611111
46,83588839,首都高速湾岸線,139.80776041666667,35.64275173611111,139.80480034722223,35.64179470486111
47,83588888,首都高速湾岸線,139.80480034722223,35.64179470486111,139.80283203125,35.6411328125
48,83588921,首都高速湾岸線,139.80283203125,35.6411328125,139.79965928819445,35.63966362847222
49,83588978,首都高速湾岸線,139.79965928819445,35.63966362847222,139.79908637152778,35.63934244791667
50,83588995,首都高速湾岸線,139.79908637152778,35.63934244791667,139.79281684027777,35.635904947916664
51,83589108,首都高速湾岸線,139.79281684027777,35.635904947916664,139.7925802951389,35.635783420138885
52,83589117,首都高速湾岸線,139.7925802951389,35.635783420138885,139.79213758680555,35.635553385416664
53,83589126,首都高速湾岸線,139.79213758680555,35.635553385416664,139.78829210069443,35.63347439236111
54,83589199,首都高速湾岸線,139.78829210069443,35.63347439236111,139.78787326388888,35.63324435763889
55,83589208,首都高速湾岸線,139.78787326388888,35.63324435763889,139.78379991319446,35.63103732638889
56,83589281,首都高速湾岸線,139.78379991319446,35.63103732638889,139.78184678819446,35.62997395833333
57,83589322,首都高速湾岸線,139.78184678819446,35.62997395833333,139.78013020833333,35.62903862847222
58,83589355,首都高速湾岸線,139.78013020833333,35.62903862847222,139.77865885416668,35.628246527777776
59,83589388,首都高速湾岸線,139.77865885416668,35.628246527777776,139.77855034722222,35.62818359375
60,83589397,首都高速湾岸線,139.77855034722222,35.62818359375,139.77801649305556,35.62789930555556
61,83589414,首都高速湾岸線,139.77801649305556,35.62789930555556,139.77755859375,35.62766059027778
62,83589423,首都高速湾岸線,139.77755859375,35.62766059027778,139.77441623263888,35.62596137152778
63,83589479,首都高速湾岸線,139.77441623263888,35.62596137152778,139.77002170138888,35.62280381944444
64,83589568,首都高速湾岸線,139.77002170138888,35.62280381944444,139.76914496527777,35.62210286458333
65,83589593,首都高速湾岸線,139.76914496527777,35.62210286458333,139.76909071180555,35.622065972222224
66,83589602,首都高速湾岸線,139.76909071180555,35.622065972222224,139.75842013888888,35.61390842013889
67,83589819,首都高速湾岸線,139.75842013888888,35.61390842013889,139.75718315972222,35.61297743055555
68,83589852,首都高速湾岸線,139.75718315972222,35.61297743055555,139.7554513888889,35.61026692708333
69,83589899,首都高速湾岸線,139.7554513888889,35.61026692708333,139.75526041666666,35.607784288194445
70,83589957,首都高速湾岸線,139.75526041666666,35.607784288194445,139.75526041666666,35.60741319444445
71,83590055,首都高速湾岸線,139.75520833333334,35.59768446180556,139.75520182291666,35.5973046875
72,83590088,首都高速湾岸線,139.75520182291666,35.5973046875,139.75520182291666,35.597078993055554
73,83590097,首都高速湾岸線,139.75520182291666,35.597078993055554,139.75519314236112,35.59684678819445
74,83590106,首都高速湾岸線,139.75519314236112,35.59684678819445,139.75518663194444,35.59495876736111
75,83590203,首都高速湾岸線,139.75518663194444,35.59495876736111,139.7551779513889,35.5907421875
76,83590284,首都高速湾岸線,139.7551779513889,35.5907421875,139.75517144097222,35.58768663194444
77,83590341,首都高速湾岸線,139.75517144097222,35.58768663194444,139.75516276041665,35.58658203125
78,83590366,首都高速湾岸線,139.75516276041665,35.58658203125,139.7551779513889,35.586009114583334
79,83590383,首都高速湾岸線,139.7551779513889,35.586009114583334,139.75529947916667,35.584598524305555
80,83590416,首都高速湾岸線,139.75529947916667,35.584598524305555,139.75747395833332,35.577250434027775
81,83590553,首都高速湾岸線,139.75747395833332,35.577250434027775,139.75931423611112,35.57143229166667
82,83590666,首都高速湾岸線,139.75931423611112,35.57143229166667,139.76389973958334,35.56670355902778
83,83590779,首都高速湾岸線,139.76389973958334,35.56670355902778,139.76593532986112,35.565753038194444
84,83590820,首都高速湾岸線,139.76593532986112,35.565753038194444,139.7698806423611,35.56377387152778
85,83590893,首都高速湾岸線,139.7698806423611,35.56377387152778,139.77118489583333,35.56312717013889
86,83590918,首都高速湾岸線,139.77118489583333,35.56312717013889,139.77802083333333,35.55959852430556
87,83591039,首都高速湾岸線,139.77802083333333,35.55959852430556,139.77809678819443,35.55954861111111
88,83591048,首都高速湾岸線,139.77809678819443,35.55954861111111,139.77997395833333,35.558109809027776
89,83591089,首都高速湾岸線,139.77997395833333,35.558109809027776,139.78577039930556,35.55064887152778
90,83591250,首都高速湾岸線,139.78577039930556,35.55064887152778,139.78940321180556,35.54552734375
91,83591363,首都高速湾岸線,139.78940321180556,35.54552734375,139.7898459201389,35.544921875
92,83591380,首都高速湾岸線,139.7898459201389,35.544921875,139.79067708333332,35.54377821180555
93,83591405,首都高速湾岸線,139.79067708333332,35.54377821180555,139.7908224826389,35.54357421875
94,83591414,首都高速湾岸線,139.7908224826389,35.54357421875,139.7944921875,35.538081597222224
95,83591527,首都高速湾岸線,139.7944921875,35.538081597222224,139.79514756944445,35.53605685763889
96,83591568,首都高速湾岸線,139.79514756944445,35.53605685763889,139.79518446180555,35.535457899305555
97,83591585,首都高速湾岸線,139.79518446180555,35.535457899305555,139.79323350694443,35.524090711805556
98,83591794,首都高速湾岸線,139.79323350694443,35.524090711805556,139.7911740451389,35.51793619791667
99,83591915,首都高速湾岸線,139.7911740451389,35.51793619791667,139.79083116319444,35.51737847222222
100,83591932,首都高速湾岸線,139.79083116319444,35.51737847222222,139.7906618923611,35.51698133680556
101,83591941,首都高速湾岸線,139.7906618923611,35.51698133680556,139.79063151041666,35.51690538194445
102,83591950,首都高速湾岸線,139.79063151041666,35.51690538194445,139.7882595486111,35.51399088541667
103,83592015,首都高速湾岸線,139.7882595486111,35.51399088541667,139.78716145833334,35.51307508680556
104,83592040,首都高速湾岸線,139.78716145833334,35.51307508680556,139.78620659722222,35.51252604166667
105,83592057,首都高速湾岸線,139.78620659722222,35.51252604166667,139.78592447916665,35.51232204861111
106,83592066,首都高速湾岸線,139.78592447916665,35.51232204861111,139.7780230034722,35.50773003472222
107,83592211,首都高速湾岸線,139.7780230034722,35.50773003472222,139.76973741319443,35.50325954861111
108,83592356,首都高速湾岸線,139.76973741319443,35.50325954861111,139.76932508680557,35.503077256944444
109,83592365,首都高速湾岸線,139.76932508680557,35.503077256944444,139.76664713541666,35.501875
110,83592414,首都高速湾岸線,139.76664713541666,35.501875,139.76075737847222,35.499225260416665
111,83592519,首都高速湾岸線,139.76075737847222,35.499225260416665,139.7566015625,35.49737413194445
112,83592592,首都高速湾岸線,139.7566015625,35.49737413194445,139.75483072916666,35.4966015625
113,83592625,首都高速湾岸線,139.75483072916666,35.4966015625,139.7467751736111,35.49303602430555
114,83592762,首都高速湾岸線,139.7467751736111,35.49303602430555,139.74286241319444,35.49134331597222
115,83592835,首都高速湾岸線,139.74286241319444,35.49134331597222,139.73352430555556,35.48722222222222
116,83592996,首都高速湾岸線,139.73352430555556,35.48722222222222,139.72549913194445,35.48369357638889
117,83593133,首都高速湾岸線,139.72549913194445,35.48369357638889,139.72428602430554,35.4831640625
118,83593158,首都高速湾岸線,139.72428602430554,35.4831640625,139.72260850694445,35.482426215277776
119,83593191,首都高速湾岸線,139.72260850694445,35.482426215277776,139.72012803819445,35.481328125
120,83593240,首都高速湾岸線,139.72012803819445,35.481328125,139.71552734375,35.47930989583333
121,83593321,首都高速湾岸線,139.71552734375,35.47930989583333,139.7055490451389,35.474934895833336
122,83593490,首都高速湾岸線,139.7055490451389,35.474934895833336,139.69381076388888,35.46979383680556
123,83593691,首都高速湾岸線,139.69381076388888,35.46979383680556,139.68799696180557,35.467159288194445
124,83593796,首都高速湾岸線,139.68799696180557,35.467159288194445,139.68428168402778,35.46551649305555
125,83593861,首都高速湾岸線,139.68428168402778,35.46551649305555,139.6787348090278,35.46159505208333
126,83593974,首都高速湾岸線,139.6787348090278,35.46159505208333,139.67765190972221,35.460232204861114
127,83594007,首都高速湾岸線,139.67765190972221,35.460232204861114,139.6765625,35.458706597222225
128,83594040,首都高速湾岸線,139.6765625,35.458706597222225,139.67128255208334,35.45076822916667
129,83594209,首都高速湾岸線,139.67128255208334,35.45076822916667,139.66701822916667,35.44165798611111
130,83594386,首都高速湾岸線,139.66701822916667,35.44165798611111,139.6671484375,35.44076388888889
131,83594403,首都高速湾岸線,139.6671484375,35.44076388888889,139.66770616319445,35.438891059027775
132,83594444,首都高速湾岸線,139.66770616319445,35.438891059027775,139.66944444444445,35.43529079861111
133,83594517,首都高速湾岸線,139.66944444444445,35.43529079861111,139.67020833333333,35.433033854166666
134,83594566,首都高速湾岸線,139.67020833333333,35.433033854166666,139.67026041666668,35.432834201388886
135,83594575,首都高速湾岸線,139.67026041666668,35.432834201388886,139.6703754340278,35.43243272569445
136,83594584,首都高速湾岸線,139.6703754340278,35.43243272569445,139.6709548611111,35.42641276041667
137,83594673,首都高速湾岸線,139.6709548611111,35.42641276041667,139.67055121527778,35.419932725694444
138,83594809,首都高速湾岸線,139.67055121527778,35.419932725694444,139.6606792534722,35.41261501736111
139,83595034,首都高速湾岸線,139.6606792534722,35.41261501736111,139.65817708333333,35.41359592013889
140,83595083,首都高速湾岸線,139.65817708333333,35.41359592013889,139.65701171875,35.41458767361111
141,83595116,首都高速湾岸線,139.65701171875,35.41458767361111,139.65303602430555,35.417378472222225
142,83595197,首都高速湾岸線,139.65303602430555,35.417378472222225,139.62178819444443,35.403997395833336
143,83595766,首都高速湾岸線,139.62178819444443,35.403997395833336,139.62001085069446,35.40148654513889
144,83595823,首都高速湾岸線,139.62001085069446,35.40148654513889,139.61833333333334,35.39909939236111
145,83595880,首都高速湾岸線,139.61833333333334,35.39909939236111,139.6179296875,35.389233940972225
146,83596073,首都高速湾岸線,139.6179296875,35.389233940972225,139.62179036458335,35.38528211805556
147,83596170,首都高速湾岸線,139.62179036458335,35.38528211805556,139.6285112847222,35.38157986111111
148,83596291,首都高速湾岸線,139.6285112847222,35.38157986111111,139.6353472222222,35.37992838541667
149,83596396,首都高速湾岸線,139.6353472222222,35.37992838541667,139.64071614583332,35.378270399305556
150,83596485,首都高速湾岸線,139.64071614583332,35.378270399305556,139.6429904513889,35.3725390625
151,83596598,首都高速湾岸線,139.6429904513889,35.3725390625,139.64314453125,35.36932508680555
152,83596663,首都高速湾岸線,139.64314453125,35.36932508680555,139.6432573784722,35.363934461805556
153,83596760,首都高速湾岸線,139.6432573784722,35.363934461805556,139.63863498263888,35.36119791666667
154,83596956,首都高速湾岸線,139.94664930555555,35.68666015625,139.94424479166668,35.68520399305555
155,83597005,首都高速湾岸線,139.94424479166668,35.68520399305555,139.94118706597223,35.683328993055554
156,83597068,首都高速湾岸線,139.94118706597223,35.683328993055554,139.93425130208334,35.67826822916667
157,83597198,首都高速湾岸線,139.93425130208334,35.67826822916667,139.93380208333335,35.677890625
158,83597215,首都高速湾岸線,139.93380208333335,35.677890625,139.9336111111111,35.677723524305556
159,83597224,首都高速湾岸線,139.9336111111111,35.677723524305556,139.9307421875,35.67524088541666
160,83597289,首都高速湾岸線,139.9307421875,35.67524088541666,139.93067491319445,35.67517578125
161,83597298,首都高速湾岸線,139.93067491319445,35.67517578125,139.92528862847223,35.67048611111111
162,83597419,首都高速湾岸線,139.92528862847223,35.67048611111111,139.9248220486111,35.67009548611111
163,83597436,首都高速湾岸線,139.9248220486111,35.67009548611111,139.92461805555556,35.669911024305556
164,83597445,首都高速湾岸線,139.92461805555556,35.669911024305556,139.9181488715278,35.66316840277778
165,83597598,首都高速湾岸線,139.9181488715278,35.66316840277778,139.91177083333332,35.657476128472226
166,83597743,首都高速湾岸線,139.91177083333332,35.657476128472226,139.9077495659722,35.65411458333333
167,83597832,首都高速湾岸線,139.9077495659722,35.65411458333333,139.90514105902778,35.65190321180555
